Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1572754958.340	    10.354	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.05 < /dev/null &> /dev/null
2	:	1572754968.697	    10.300	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.10 < /dev/null &> /dev/null
3	:	1572754979.000	    10.309	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.15 < /dev/null &> /dev/null
4	:	1572754989.311	    10.377	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.20 < /dev/null &> /dev/null
5	:	1572754999.692	    17.827	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.25 < /dev/null &> /dev/null
6	:	1572755017.521	    17.374	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.30 < /dev/null &> /dev/null
7	:	1572755034.898	    16.848	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.35 < /dev/null &> /dev/null
8	:	1572755051.750	    16.381	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.40 < /dev/null &> /dev/null
9	:	1572755068.133	    15.853	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.45 < /dev/null &> /dev/null
10	:	1572755083.988	    15.358	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.50 < /dev/null &> /dev/null
11	:	1572755099.348	    14.835	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.55 < /dev/null &> /dev/null
12	:	1572755114.185	    14.319	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.60 < /dev/null &> /dev/null
13	:	1572755128.507	    13.812	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.65 < /dev/null &> /dev/null
14	:	1572755142.321	    13.280	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.70 < /dev/null &> /dev/null
15	:	1572755155.605	    12.790	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.75 < /dev/null &> /dev/null
16	:	1572755168.398	    12.269	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.80 < /dev/null &> /dev/null
17	:	1572755180.670	    11.689	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.85 < /dev/null &> /dev/null
18	:	1572755192.362	    11.097	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.90 < /dev/null &> /dev/null
19	:	1572755203.461	    10.434	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./INS_gemm.exe 0.95 < /dev/null &> /dev/null
20	:	1572755213.898	    12.161	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.05 < /dev/null &> /dev/null
21	:	1572755226.061	    13.210	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.10 < /dev/null &> /dev/null
22	:	1572755239.274	    14.256	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.15 < /dev/null &> /dev/null
23	:	1572755253.532	    15.355	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.20 < /dev/null &> /dev/null
24	:	1572755268.889	    16.414	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.25 < /dev/null &> /dev/null
25	:	1572755285.306	    17.398	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.30 < /dev/null &> /dev/null
26	:	1572755302.707	    18.595	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.35 < /dev/null &> /dev/null
27	:	1572755321.305	    19.728	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.40 < /dev/null &> /dev/null
28	:	1572755341.037	    20.542	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.45 < /dev/null &> /dev/null
29	:	1572755361.582	    20.885	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.50 < /dev/null &> /dev/null
30	:	1572755382.470	    20.359	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.55 < /dev/null &> /dev/null
31	:	1572755402.832	    19.750	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.60 < /dev/null &> /dev/null
32	:	1572755422.586	    18.717	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.65 < /dev/null &> /dev/null
33	:	1572755441.305	    17.516	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.70 < /dev/null &> /dev/null
34	:	1572755458.823	    16.486	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.75 < /dev/null &> /dev/null
35	:	1572755475.311	    15.370	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.80 < /dev/null &> /dev/null
36	:	1572755490.684	    14.302	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.85 < /dev/null &> /dev/null
37	:	1572755504.989	    13.214	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.90 < /dev/null &> /dev/null
38	:	1572755518.206	    12.017	0	0	0	0	cd /home/guilhermel/Programs/tf_phoenix/Benchs/PolyBench/linear-algebra/kernels/atax && timeout --signal=TERM 0 ./INS_atax.exe 0.95 < /dev/null &> /dev/null
